DC,X,dis
4.972394783331317e-13,0.003004815657486516,0.19824980007827372
4.972391470063377e-13,0.0030059210024225326,6.088214090987703
4.972381528572611e-13,0.003009237597999416,11.978117906757905
4.972364953593738e-13,0.0030147671945959013,17.867961245588297
4.972341736215278e-13,0.0030225127549319162,23.75774410567843
4.97231186387884e-13,0.003032478454206284,29.647466485228108
4.972275320378253e-13,0.003044669680338649,35.53712838243729
4.972232085858641e-13,0.0030590930343149863,41.42672979550608
4.972182136814819e-13,0.0030757563306358753,47.31627072263481
4.972125446088264e-13,0.003094668598077098,53.20575122389744
4.972061982795424e-13,0.003115840103891009,59.095177608442285
4.971991712418755e-13,0.0031392823229261448,64.98455196142432
4.971914596799758e-13,0.0031650079401572737,70.87387428151246
4.971830594116438e-13,0.003193030857947627,76.76314456737582
4.971739658879844e-13,0.0032233661971046022,82.65236281768362
4.971641741930014e-13,0.003256030298027757,88.5415290311052
4.971536790432112e-13,0.0032910407219469205,94.43064320631001
4.971424747871781e-13,0.0033284162522480825,100.3197053419675
4.971305554260355e-13,0.003368176825875771,106.20870537090812
4.971179146331819e-13,0.003410343467319465,112.09761680018343
4.971045456643654e-13,0.0034549385885757713,117.98643948987144
4.970904414052913e-13,0.0035019858298949227,123.87517343610612
4.9707559437136e-13,0.0035515100605370705,129.76381863502206
4.970599967070639e-13,0.003603537380489708,135.6523750827544
4.97043640185419e-13,0.003658095122251857,141.54084277543882
4.970265162072288e-13,0.0037152118526814,147.42922170921162
4.970086158007657e-13,0.0037749173742167726,153.31751181408887
4.969899296284854e-13,0.0038372427017723375,159.20571064851694
4.96970447974455e-13,0.003902220104611465,165.09381741632
4.969501607454863e-13,0.0039698831020412405,170.98183211334464
4.969290574728108e-13,0.0040402664576540325,176.86975473543788
4.969071273113211e-13,0.004113406181463353,182.7575852784477
4.968843590387522e-13,0.004189339532073801,188.64532373822232
4.968607410549579e-13,0.004268105018880399,194.532970110611
4.968362613810951e-13,0.004349742404292531,200.42052439146332
4.968109076735254e-13,0.004434292656928457,206.307983219481
4.967846672313147e-13,0.004521797926252139,212.19533861064858
4.967575269402638e-13,0.0046123017285252255,218.08259048591304
4.967294733041105e-13,0.004705848842572819,223.96973884003552
4.96700492443914e-13,0.004802485310988289,229.85678366777788
4.966705700973029e-13,0.004902258442373146,235.74372496390305
4.966396916176001e-13,0.005005216813564825,241.6305627231747
4.966078419729833e-13,0.005111410271846748,247.51729694035754
4.965750057503528e-13,0.0052208899215485565,253.40392678464488
4.965411672640963e-13,0.005333707760753506,259.2904319333164
4.965063103721651e-13,0.0054499172938137705,265.17680587306324
4.964704185088254e-13,0.005569573421650242,271.06304859548766
4.964334747195446e-13,0.00569273232457876,276.9491600921941
4.963954616602181e-13,0.00581945146423042,282.83514035478834
4.963563615963928e-13,0.005949789585412526,288.7209893748784
4.963161564025183e-13,0.006083806717903893,294.60670714407365
4.962748275611273e-13,0.00622156417817835,300.49229365398605
4.962323562998483e-13,0.006363124112182678,306.3777300737069
4.961887236396387e-13,0.0065085493336943636,312.2629747245153
4.961439099241361e-13,0.0066579048921275395,318.1480270663625
4.960978950998139e-13,0.006811257137799846,324.03288708127116
4.960506587191062e-13,0.006968673710679232,329.9175547512693
4.960021799397873e-13,0.0071302235414072955,335.8020300583912
4.95952437524403e-13,0.007295976852205874,341.6863129846762
