DC,X,dis
2.089082952734357e-15,0.0025311643355943733,0.0
2.08905748428006e-15,0.002548996690323725,0.7160919540229885
2.0890320161362843e-15,0.002566829045053075,1.4321839080459768
2.0890065483029813e-15,0.002584661399782426,2.148275862068965
2.088981080780162e-15,0.002602493754511777,2.8643678160919537
2.0889556135678226e-15,0.0026203261092411275,3.5804597701149428
2.0889170790592425e-15,0.0026473087072628,4.296551724137931
2.0888600586241175e-15,0.0026872364169189603,5.01264367816092
2.0888030397454442e-15,0.0027271641265751182,5.728735632183907
2.0887460224231955e-15,0.002767091836231278,6.444827586206896
2.0886890066573287e-15,0.0028070195458874373,7.1609195402298855
2.088631992447801e-15,0.002846947255543596,7.877011494252874
2.0885616367555763e-15,0.0028962196620472306,8.593103448275862
2.0884885166666513e-15,0.002947429825455284,9.309195402298851
2.0884153991376446e-15,0.0029986399888633376,10.02528735632184
2.088342284168452e-15,0.0030498501522713906,10.741379310344827
2.088269171759028e-15,0.003101060315679444,11.457471264367815
2.0881937790697774e-15,0.0031538695343610998,12.173563218390806
2.0881112536131822e-15,0.003211677124494016,12.889655172413793
2.08802873141798e-15,0.0032694847146269327,13.605747126436784
2.087946212484056e-15,0.003327292304759849,14.321839080459773
2.0878636968112673e-15,0.0033850998948927657,15.037931034482758
2.0877811843995143e-15,0.003442907485025682,15.754022988505747
2.087690470842679e-15,0.0035064633738252533,16.470114942528735
2.0875954686567997e-15,0.003573026929897843,17.186206896551724
2.0875004707940934e-15,0.003639590485970432,17.90229885057471
2.087405477254348e-15,0.003706154042043021,18.618390804597702
2.087310488037367e-15,0.00377271759811561,19.33448275862069
2.087215900360523e-15,0.00383900278558519,20.05057471264368
2.087126543762098e-15,0.0039016248953015267,20.766666666666666
2.087037190989153e-15,0.003964247005017864,21.482758620689655
2.0869478420415532e-15,0.0040268691147342,22.198850574712644
2.086858496919076e-15,0.004089491224450539,22.914942528735637
2.086769155621587e-15,0.0041521133341668745,23.631034482758626
2.0866742082588255e-15,0.004218667849126998,24.34712643678161
2.086573302673806e-15,0.004289402172309819,25.0632183908046
2.0864724019682317e-15,0.0043601364954926405,25.779310344827586
2.0863715061419564e-15,0.004430870818675462,26.49540229885057
2.086270615194729e-15,0.004501605141858284,27.211494252873567
2.086169729126269e-15,0.0045723394650411045,27.927586206896553
2.0860597243160042e-15,0.004649471116907735,28.643678160919546
2.0859486989556536e-15,0.004727322468251293,29.35977011494253
2.0858376795043528e-15,0.004805173819594851,30.07586206896552
2.0857266659617874e-15,0.00488302517093841,30.791954022988506
2.0856156583276426e-15,0.004960876522281968,31.50804597701149
2.0855013326646485e-15,0.005041059189418359,32.224137931034484
2.0853797180715585e-15,0.0051263587958333785,32.94022988505747
2.0852581105703553e-15,0.0052116584022484,33.65632183908046
2.0851365101606113e-15,0.005296958008663417,34.37241379310345
2.0850149168418828e-15,0.005382257615078438,35.08850574712644
2.0848933306138305e-15,0.005467557221493456,35.80459770114942
2.0847642710728777e-15,0.005558105221672164,36.52068965517242
2.0846324124864234e-15,0.005650622817744529,37.236781609195404
2.084500562239865e-15,0.005743140413816893,37.95287356321839
2.0843687203326313e-15,0.0058356580098892575,38.66896551724138
2.0842368867642388e-15,0.0059281756059616246,39.38505747126437
2.0841036967191687e-15,0.006021651087233243,40.10114942528736
2.08396221828008e-15,0.006120950075113952,40.817241379310346
2.0838207494452062e-15,0.006220249062994661,41.53333333333333
2.0836792902138954e-15,0.006319548050875375,42.24942528735632
2.0835378405854657e-15,0.006418847038756084,42.96551724137931
2.08339640055928e-15,0.006518146026636797,43.681609195402295
2.0832483960361203e-15,0.006622060884995028,44.39770114942529
2.0830951393371687e-15,0.006729671107868497,45.11379310344827
2.0829418939127177e-15,0.006837281330741967,45.82988505747127
2.0827886597619375e-15,0.0069448915536154355,46.545977011494244
2.0826354368840585e-15,0.007052501776488908,47.26206896551725
2.082482225278162e-15,0.007160111999362378,47.97816091954022
2.0823158876884623e-15,0.007276950396612398,48.69425287356322
2.0821491501612797e-15,0.007394079084115986,49.410344827586215
2.081982425985247e-15,0.007511207771619574,50.1264367816092
2.081815715159383e-15,0.007628336459123161,50.84252873563218
2.081649017682545e-15,0.007745465146626748,51.55862068965517
2.081477282969429e-15,0.00786614301855022,52.27471264367816
2.0812974483731102e-15,0.007992523345775927,52.99080459770115
2.0811176293140498e-15,0.008118903673001634,53.706896551724135
2.0809378257909355e-15,0.008245284000227341,54.422988505747135
2.080758037802395e-15,0.008371664327453048,55.139080459770106
2.080578265347146e-15,0.008498044654678755,55.855172413793106
2.0803877362476047e-15,0.008631998840311328,56.5712643678161
2.080194493880534e-15,0.008767873159061133,57.28735632183909
2.080001269463282e-15,0.008903747477810937,58.00344827586208
2.0798080629941954e-15,0.009039621796560742,58.71954022988506
2.079614874471622e-15,0.009175496115310544,59.43563218390804
2.0794187518932295e-15,0.00931344694071445,60.15172413793103
