dis,X
0.0,0.0025311643355943737
0.7160919540229885,0.0025489966903237244
1.432183908045977,0.002566829045053075
2.1482758620689655,0.002584661399782426
2.864367816091954,0.002602493754511777
3.5804597701149428,0.0026203261092411275
4.296551724137931,0.0026473087072628
5.01264367816092,0.00268723641691896
5.728735632183908,0.0027271641265751182
6.444827586206896,0.002767091836231278
7.1609195402298855,0.002807019545887437
7.877011494252874,0.002846947255543596
8.593103448275862,0.0028962196620472306
9.309195402298851,0.002947429825455284
10.02528735632184,0.0029986399888633376
10.741379310344827,0.0030498501522713906
11.457471264367816,0.003101060315679444
12.173563218390806,0.0031538695343610993
12.889655172413793,0.0032116771244940162
13.605747126436782,0.0032694847146269327
14.321839080459771,0.0033272923047598492
15.037931034482758,0.0033850998948927657
15.754022988505747,0.003442907485025682
16.470114942528735,0.0035064633738252538
17.186206896551724,0.003573026929897843
17.902298850574713,0.003639590485970432
18.618390804597702,0.003706154042043021
19.33448275862069,0.0037727175981156105
20.05057471264368,0.0038390027855851896
20.766666666666666,0.0039016248953015263
21.482758620689655,0.0039642470050178635
22.198850574712644,0.0040268691147342
22.914942528735633,0.004089491224450538
23.631034482758622,0.0041521133341668745
24.34712643678161,0.004218667849126998
25.0632183908046,0.004289402172309819
25.779310344827586,0.0043601364954926405
26.495402298850575,0.004430870818675462
27.211494252873564,0.0045016051418582835
27.927586206896553,0.004572339465041105
28.643678160919542,0.004649471116907735
29.35977011494253,0.004727322468251293
30.075862068965517,0.0048051738195948514
30.791954022988506,0.00488302517093841
31.508045977011495,0.004960876522281968
32.224137931034484,0.005041059189418359
32.94022988505747,0.0051263587958333785
33.65632183908046,0.005211658402248399
34.37241379310345,0.005296958008663417
35.08850574712644,0.0053822576150784375
35.804597701149426,0.005467557221493456
36.52068965517242,0.005558105221672164
37.236781609195404,0.0056506228177445285
37.95287356321839,0.005743140413816893
38.66896551724138,0.005835658009889258
39.38505747126437,0.005928175605961624
40.10114942528736,0.006021651087233243
40.817241379310346,0.0061209500751139515
41.53333333333333,0.006220249062994662
42.249425287356324,0.006319548050875375
42.96551724137931,0.006418847038756084
43.6816091954023,0.006518146026636797
44.39770114942529,0.006622060884995027
45.11379310344828,0.006729671107868497
45.829885057471266,0.006837281330741967
46.54597701149425,0.006944891553615436
47.262068965517244,0.007052501776488908
47.97816091954023,0.007160111999362378
48.69425287356322,0.007276950396612399
49.41034482758621,0.007394079084115986
50.1264367816092,0.0075112077716195744
50.842528735632186,0.007628336459123161
51.55862068965517,0.007745465146626748
52.274712643678164,0.007866143018550218
52.99080459770115,0.007992523345775927
53.70689655172414,0.008118903673001634
54.42298850574713,0.008245284000227341
55.13908045977011,0.008371664327453048
55.855172413793106,0.008498044654678757
56.57126436781609,0.008631998840311328
57.287356321839084,0.008767873159061133
58.00344827586207,0.008903747477810937
58.71954022988506,0.009039621796560742
59.43563218390805,0.009175496115310544
60.15172413793103,0.00931344694071445
60.867816091954026,0.009459121741627179
61.58390804597701,0.009604796542539908
62.300000000000004,0.009750471343452635
63.01609195402299,0.009896146144365363
63.73218390804598,0.010041820945278092
64.44827586206897,0.010193523602102818
